songname,artist,album,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,uri,track_href,duration_ms,cluster_6_10
No Matter What - Remastered 2010,Badfinger,No Dice (Remastered 2010 / Deluxe Edition),0.529,0.743,9,-5.523,1,0.0481,0.177,0.0,0.0759,0.78,116.81700000000001,0zK545STj6P7qbFSpCK9pp,spotify:track:0zK545STj6P7qbFSpCK9pp,https://api.spotify.com/v1/tracks/0zK545STj6P7qbFSpCK9pp,180547,3
Day After Day - Remastered 2010,Badfinger,Straight Up (Remastered 2010 / Deluxe Edition),0.39899999999999997,0.6859999999999999,5,-7.112,1,0.0311,0.109,0.000874,0.11199999999999999,0.377,101.806,2XKW8CH8nRZH9cF2DNjBHN,spotify:track:2XKW8CH8nRZH9cF2DNjBHN,https://api.spotify.com/v1/tracks/2XKW8CH8nRZH9cF2DNjBHN,191053,0
The Last Mile,Cinderella,Long Cold Winter,0.517,0.845,2,-8.856,1,0.0406,0.11699999999999999,0.133,0.35700000000000004,0.7140000000000001,125.515,4wKTPZe1AgKNPObJ357dZK,spotify:track:4wKTPZe1AgKNPObJ357dZK,https://api.spotify.com/v1/tracks/4wKTPZe1AgKNPObJ357dZK,230067,0
Nobody's Fool,Cinderella,Night Songs,0.36700000000000005,0.445,9,-13.615,0,0.0286,0.0478,0.0028399999999999996,0.163,0.149,67.197,01Q4wU19hamqnhNjtuvTyI,spotify:track:01Q4wU19hamqnhNjtuvTyI,https://api.spotify.com/v1/tracks/01Q4wU19hamqnhNjtuvTyI,287400,1
Those Were The Days - Remastered,Mary Hopkin,Post Card (Remastered 2010 / Deluxe Edition),0.374,0.292,6,-9.404,0,0.0319,0.8690000000000001,0.0005809999999999999,0.10800000000000001,0.49700000000000005,169.685,6QOg1CWFpLAsIK7I54JX4G,spotify:track:6QOg1CWFpLAsIK7I54JX4G,https://api.spotify.com/v1/tracks/6QOg1CWFpLAsIK7I54JX4G,310213,1
Tossing and Turning - Single Version,The Ivy League,Major League - The Pye/Piccadilly Anthology,0.5820000000000001,0.51,9,-9.072000000000001,1,0.0378,0.46299999999999997,0.0,0.221,0.638,119.041,5q8U2NsIc57QWjY7MZi371,spotify:track:5q8U2NsIc57QWjY7MZi371,https://api.spotify.com/v1/tracks/5q8U2NsIc57QWjY7MZi371,146187,3
Drinkin' Bone,Tracy Byrd,The Truth About Men,0.77,0.833,5,-4.5360000000000005,1,0.027999999999999997,0.0793,0.0,0.0819,0.9640000000000001,109.928,7BB3emVX0QaFVddCHiO9wt,spotify:track:7BB3emVX0QaFVddCHiO9wt,https://api.spotify.com/v1/tracks/7BB3emVX0QaFVddCHiO9wt,131867,3
Break Up To Make Up,The Stylistics,The Best Of The Stylistics and More 30th Anniversary Edition,0.583,0.301,4,-10.597999999999999,1,0.0243,0.883,0.0,0.33399999999999996,0.337,79.36399999999999,5Vgx4jtn7Xf7KEIogHIcCZ,spotify:track:5Vgx4jtn7Xf7KEIogHIcCZ,https://api.spotify.com/v1/tracks/5Vgx4jtn7Xf7KEIogHIcCZ,239840,1
Funny the Way It Is,Dave Matthews Band,Big Whiskey and the GrooGrux King (Expanded Edition),0.5870000000000001,0.943,0,-3.2769999999999997,1,0.0346,0.157,0.0,0.248,0.747,103.01299999999999,4ZOoV2Ofzm5gnM3rVl9q7d,spotify:track:4ZOoV2Ofzm5gnM3rVl9q7d,https://api.spotify.com/v1/tracks/4ZOoV2Ofzm5gnM3rVl9q7d,266627,0
I Got What I Wanted,Brook Benton,Greatest Hits: The Mercury Years,0.669,0.275,4,-11.675,1,0.0336,0.753,0.0254,0.263,0.635,99.64399999999999,3oBrvZe702sGrebzGbcH5Y,spotify:track:3oBrvZe702sGrebzGbcH5Y,https://api.spotify.com/v1/tracks/3oBrvZe702sGrebzGbcH5Y,157827,1
Frankie And Johnny,Brook Benton,Greatest Hits: The Mercury Years,0.604,0.517,8,-18.515,1,0.0604,0.797,0.0,0.696,0.685,137.11,0wfMWsPcabTqXbfacWVCej,spotify:track:0wfMWsPcabTqXbfacWVCej,https://api.spotify.com/v1/tracks/0wfMWsPcabTqXbfacWVCej,152133,1
So Into You,Atlanta Rhythm Section,20th Century Masters: The Millennium Collection: Best Of Atlanta Rhythm Section,0.606,0.501,5,-10.964,0,0.0335,0.405,0.0539,0.0945,0.82,86.057,5mpzCj9l1pYsL4XOXiea84,spotify:track:5mpzCj9l1pYsL4XOXiea84,https://api.spotify.com/v1/tracks/5mpzCj9l1pYsL4XOXiea84,263800,2
He Cried,The Shangri-Las,The Best Of The Shangri-Las,0.256,0.591,4,-9.228,1,0.0519,0.215,2.61e-05,0.301,0.325,91.571,08N0hvArDHEbZJ9dHuzy35,spotify:track:08N0hvArDHEbZJ9dHuzy35,https://api.spotify.com/v1/tracks/08N0hvArDHEbZJ9dHuzy35,185440,1
New Song - 2008 Remastered Version,Howard Jones,Human's Lib,0.753,0.716,5,-11.655999999999999,1,0.0425,0.192,0.0861,0.0677,0.807,112.336,2R61SRfdxPbT7pXrgDgqQs,spotify:track:2R61SRfdxPbT7pXrgDgqQs,https://api.spotify.com/v1/tracks/2R61SRfdxPbT7pXrgDgqQs,255400,3
Things Can Only Get Better,Howard Jones,Dream Into Action,0.752,0.743,7,-6.082999999999999,1,0.0331,0.0314,0.000117,0.128,0.8320000000000001,108.25399999999999,1RbOObDFn7GOseR1w529Zj,spotify:track:1RbOObDFn7GOseR1w529Zj,https://api.spotify.com/v1/tracks/1RbOObDFn7GOseR1w529Zj,235827,3
Play That Funky Music,Roxanne,Roxanne,0.69,0.787,9,-10.431,1,0.0554,0.0433,0.000126,0.361,0.716,110.90100000000001,7iYRJw4gh7e8YjTHb2DZOb,spotify:track:7iYRJw4gh7e8YjTHb2DZOb,https://api.spotify.com/v1/tracks/7iYRJw4gh7e8YjTHb2DZOb,207453,3
Just Once In My Life,The Righteous Brothers,Just Once In My Life,0.321,0.40299999999999997,2,-13.115,1,0.0344,0.6659999999999999,0.341,0.18899999999999997,0.26,94.675,3Qg7WE98qRezh4Jq9fCKr8,spotify:track:3Qg7WE98qRezh4Jq9fCKr8,https://api.spotify.com/v1/tracks/3Qg7WE98qRezh4Jq9fCKr8,227013,1
A Love of My Own,Carla Thomas,Gee Whiz,0.244,0.34600000000000003,0,-8.741,1,0.0302,0.813,0.0017100000000000001,0.313,0.435,185.453,5RmFLhiJu0U2m28BeFC8Jy,spotify:track:5RmFLhiJu0U2m28BeFC8Jy,https://api.spotify.com/v1/tracks/5RmFLhiJu0U2m28BeFC8Jy,152240,1
La La,Ashlee Simpson,Autobiography,0.534,0.909,11,-3.7539999999999996,0,0.0793,8.45e-05,0.23399999999999999,0.0922,0.455,129.97899999999998,0i3XYGG0zbHDjnuxO3Sads,spotify:track:0i3XYGG0zbHDjnuxO3Sads,https://api.spotify.com/v1/tracks/0i3XYGG0zbHDjnuxO3Sads,222400,2
Since You Been Gone,Rainbow,Down To Earth,0.733,0.726,7,-6.513999999999999,1,0.0371,0.379,2.58e-06,0.47100000000000003,0.915,120.814,6xq5DxZWGgdStAxGAil0yw,spotify:track:6xq5DxZWGgdStAxGAil0yw,https://api.spotify.com/v1/tracks/6xq5DxZWGgdStAxGAil0yw,197160,3
Cum on Feel the Noize,Slade,Sladest (Expanded),0.39799999999999996,0.86,7,-4.574,1,0.0663,0.00155,0.6829999999999999,0.154,0.564,138.09,1agVrzicFWExgEiAtk8lmr,spotify:track:1agVrzicFWExgEiAtk8lmr,https://api.spotify.com/v1/tracks/1agVrzicFWExgEiAtk8lmr,264880,4
Friend Of Mine - Remix,Kelly Price,Soul Of A Woman,0.737,0.366,10,-8.346,0,0.032,0.35,0.0,0.0707,0.395,109.876,35irxCsC8QXJ1IN0eioD3H,spotify:track:35irxCsC8QXJ1IN0eioD3H,https://api.spotify.com/v1/tracks/35irxCsC8QXJ1IN0eioD3H,377507,2
Give Me the Night,George Benson,The George Benson Collection,0.85,0.466,1,-15.673,1,0.0555,0.314,0.0234,0.129,0.86,109.936,62GYoGszQfROZswLee6W3O,spotify:track:62GYoGszQfROZswLee6W3O,https://api.spotify.com/v1/tracks/62GYoGszQfROZswLee6W3O,222627,3
Brown Eyed Woman - Re-Recorded In Stereo,Bill Medley,The Best Of Bill Medley,0.47100000000000003,0.38,1,-13.13,1,0.0345,0.228,4.5e-06,0.17300000000000001,0.289,134.137,5GZbXF48yF6lgajfyI9w4L,spotify:track:5GZbXF48yF6lgajfyI9w4L,https://api.spotify.com/v1/tracks/5GZbXF48yF6lgajfyI9w4L,260307,1
(You Can't Let The Boy Overpower) The Man In You,Chuck Jackson,Arrives!,0.693,0.39799999999999996,10,-15.015999999999998,0,0.0436,0.0234,0.0,0.297,0.8,94.646,1kkyUSwuSCkM8nnbqBdtEf,spotify:track:1kkyUSwuSCkM8nnbqBdtEf,https://api.spotify.com/v1/tracks/1kkyUSwuSCkM8nnbqBdtEf,186147,2
Devils Haircut,Beck,Odelay (Deluxe Edition),0.684,0.77,7,-4.734,1,0.0283,0.132,0.00103,0.16899999999999998,0.797,123.221,0z8oPUM05RZBJ1A1dXPsSs,spotify:track:0z8oPUM05RZBJ1A1dXPsSs,https://api.spotify.com/v1/tracks/0z8oPUM05RZBJ1A1dXPsSs,195440,3
Puppy Love,Paul Anka,"Paul Anka Sings His Big Ten, Vol. 2",0.431,0.321,7,-11.827,1,0.0289,0.667,0.0,0.192,0.518,103.164,5kA88W2SwVZiPb9rEwnQj6,spotify:track:5kA88W2SwVZiPb9rEwnQj6,https://api.spotify.com/v1/tracks/5kA88W2SwVZiPb9rEwnQj6,162373,1
Dance On Little Girl,Paul Anka,Put Your Head On My Shoulder: The Very Best Of Paul Anka,0.584,0.489,8,-10.49,1,0.03,0.42700000000000005,0.0,0.156,0.8959999999999999,132.891,7hicCfvTRlRjkrHYim5Gp4,spotify:track:7hicCfvTRlRjkrHYim5Gp4,https://api.spotify.com/v1/tracks/7hicCfvTRlRjkrHYim5Gp4,113107,3
A Steel Guitar and a Glass of Wine (with Ray Ellis & His Orchestra),Paul Anka,Put Your Head On My Shoulder: The Very Best Of Paul Anka,0.6920000000000001,0.595,5,-10.899000000000001,1,0.0433,0.111,0.0,0.39799999999999996,0.9670000000000001,127.006,54xxVmu4bycyQ7psgJdzrh,spotify:track:54xxVmu4bycyQ7psgJdzrh,https://api.spotify.com/v1/tracks/54xxVmu4bycyQ7psgJdzrh,135133,3
Passin' Me By,The Pharcyde,Bizarre Ride II The Pharcyde,0.759,0.7559999999999999,4,-8.145,0,0.266,0.0903,2.36e-06,0.265,0.613,87.059,4G3dZN9o3o2X4VKwt4CLts,spotify:track:4G3dZN9o3o2X4VKwt4CLts,https://api.spotify.com/v1/tracks/4G3dZN9o3o2X4VKwt4CLts,303493,5
I'd Still Say Yes,Klymaxx,Klymaxx,0.5429999999999999,0.37799999999999995,9,-14.630999999999998,1,0.027999999999999997,0.239,0.0,0.099,0.501,156.221,1wbM7WXEKWPxqwFg3iR6BU,spotify:track:1wbM7WXEKWPxqwFg3iR6BU,https://api.spotify.com/v1/tracks/1wbM7WXEKWPxqwFg3iR6BU,281573,1
Raise A Little Hell,Trooper,Thick As Thieves,0.409,0.868,2,-10.97,1,0.382,0.0521,0.000121,0.22,0.48,140.095,1yNz3A4ubmE5IEvpNFkjdc,spotify:track:1yNz3A4ubmE5IEvpNFkjdc,https://api.spotify.com/v1/tracks/1yNz3A4ubmE5IEvpNFkjdc,222427,5
Paralyzer,Finger Eleven,Them Vs. You Vs. Me (Deluxe Edition),0.644,0.9390000000000001,11,-3.486,0,0.0456,0.157,0.0,0.233,0.861,106.031,28IEbk5a7twNTbUEvWslUb,spotify:track:28IEbk5a7twNTbUEvWslUb,https://api.spotify.com/v1/tracks/28IEbk5a7twNTbUEvWslUb,208107,2
Never Too Late,Three Days Grace,One-X,0.433,0.778,2,-4.68,0,0.0371,0.00838,0.0,0.163,0.217,149.864,3HE50TVRquwXe9yv2HFoNL,spotify:track:3HE50TVRquwXe9yv2HFoNL,https://api.spotify.com/v1/tracks/3HE50TVRquwXe9yv2HFoNL,209333,0
Girlfriend,Avril Lavigne,The Best Damn Thing (Expanded Edition),0.56,0.9590000000000001,7,-2.4330000000000003,1,0.102,0.000722,0.000221,0.209,0.669,163.983,45hOioMDJktr86iKDHC8gr,spotify:track:45hOioMDJktr86iKDHC8gr,https://api.spotify.com/v1/tracks/45hOioMDJktr86iKDHC8gr,216600,0
Puppet on a String,Elvis Presley,Girl Happy,0.433,0.0908,6,-21.448,1,0.0378,0.9229999999999999,0.00018,0.10800000000000001,0.39,99.875,3NfRDjn2EVKA87kFXE0NH8,spotify:track:3NfRDjn2EVKA87kFXE0NH8,https://api.spotify.com/v1/tracks/3NfRDjn2EVKA87kFXE0NH8,160360,1
My Boy,Elvis Presley,Good Times,0.387,0.534,11,-11.809000000000001,0,0.0331,0.586,0.00084,0.607,0.37200000000000005,92.475,4baNC6PNq37xOVRqoZcNY5,spotify:track:4baNC6PNq37xOVRqoZcNY5,https://api.spotify.com/v1/tracks/4baNC6PNq37xOVRqoZcNY5,198853,1
Enough Is Enough - Remastered,April Wine,Classic Masters,0.57,0.9309999999999999,0,-4.481,1,0.0569,0.377,0.000849,0.0649,0.731,138.879,6FK4qvDHaFxbCl5zRRWX2O,spotify:track:6FK4qvDHaFxbCl5zRRWX2O,https://api.spotify.com/v1/tracks/6FK4qvDHaFxbCl5zRRWX2O,245600,0
It's A New Day,will.i.am,It's A New Day,0.759,0.644,7,-4.445,1,0.049,0.0975,0.0,0.21600000000000003,0.45899999999999996,119.804,5pLQwt7Bfv1CeDDr1pD6ci,spotify:track:5pLQwt7Bfv1CeDDr1pD6ci,https://api.spotify.com/v1/tracks/5pLQwt7Bfv1CeDDr1pD6ci,219787,0
The Right Thing,Simply Red,Men and Women (Expanded Version),0.615,0.917,4,-7.318,1,0.0348,0.17,0.006690000000000001,0.287,0.7659999999999999,104.87899999999999,2ZfALE4EncKJFqsEwDkrl9,spotify:track:2ZfALE4EncKJFqsEwDkrl9,https://api.spotify.com/v1/tracks/2ZfALE4EncKJFqsEwDkrl9,257640,0
Walking the Dog - Mono,Rufus Thomas,Walking the Dog (Mono),0.8029999999999999,0.494,8,-9.033,1,0.0326,0.711,0.0005610000000000001,0.0623,0.774,115.771,602rnDrA59nfIEcX5Qrlcx,spotify:track:602rnDrA59nfIEcX5Qrlcx,https://api.spotify.com/v1/tracks/602rnDrA59nfIEcX5Qrlcx,158089,3
You Don't Miss Your Water - Alternate Version,William Bell,The Soul Of A Bell,0.609,0.41600000000000004,10,-10.517000000000001,1,0.0279,0.63,0.0402,0.18899999999999997,0.5720000000000001,126.199,5QvkmsKGxEzRVtMrGEh1ew,spotify:track:5QvkmsKGxEzRVtMrGEh1ew,https://api.spotify.com/v1/tracks/5QvkmsKGxEzRVtMrGEh1ew,162760,1
Bust A Move,Young MC,Stone Cold Rhymin',0.946,0.772,4,-7.537000000000001,0,0.121,0.0512,2.26e-06,0.0612,0.743,116.97200000000001,3IeCYkdKI55mNMl2o4vX0k,spotify:track:3IeCYkdKI55mNMl2o4vX0k,https://api.spotify.com/v1/tracks/3IeCYkdKI55mNMl2o4vX0k,263914,2
Here Comes The Hotstepper - Heartical Mix,Ini Kamoze,Here Comes The Hotstepper,0.888,0.462,7,-8.615,1,0.205,0.0159,0.000218,0.301,0.435,100.352,3DWS2ZgcoQgfFm7uEnzYMI,spotify:track:3DWS2ZgcoQgfFm7uEnzYMI,https://api.spotify.com/v1/tracks/3DWS2ZgcoQgfFm7uEnzYMI,250427,5
"You Don't Love Me (No, No, No) - Extended Mix",Dawn Penn,"No, No, No",0.8109999999999999,0.428,7,-10.728,1,0.221,0.0122,0.317,0.344,0.653,80.962,0INtJm8gCJKtNaAYQNVlpZ,spotify:track:0INtJm8gCJKtNaAYQNVlpZ,https://api.spotify.com/v1/tracks/0INtJm8gCJKtNaAYQNVlpZ,277893,5
The Rush,Luther Vandross,Power Of Love,0.628,0.932,1,-8.914,1,0.0508,0.0009960000000000001,0.309,0.0511,0.9690000000000001,187.925,4AhLeJ9sJZeBSd5u2Y9Xa1,spotify:track:4AhLeJ9sJZeBSd5u2Y9Xa1,https://api.spotify.com/v1/tracks/4AhLeJ9sJZeBSd5u2Y9Xa1,404760,0
We Made You,Eminem,Relapse: Refill,0.924,0.853,2,-1.203,1,0.0792,0.107,1.45e-06,0.129,0.67,114.00299999999999,4UMTp91LHhvW33ol9ZQH0Q,spotify:track:4UMTp91LHhvW33ol9ZQH0Q,https://api.spotify.com/v1/tracks/4UMTp91LHhvW33ol9ZQH0Q,269613,3
Lay Lady Lay,The Isley Brothers,Givin' It Back,0.6759999999999999,0.45399999999999996,11,-12.302999999999999,0,0.0332,0.672,0.0,0.19399999999999998,0.768,127.76899999999999,6OLhrvLdUVWOmQ47Muuoiw,spotify:track:6OLhrvLdUVWOmQ47Muuoiw,https://api.spotify.com/v1/tracks/6OLhrvLdUVWOmQ47Muuoiw,623053,2
Uptown Girl,Billy Joel,An Innocent Man,0.701,0.9440000000000001,4,-2.986,1,0.0455,0.0755,0.0,0.601,0.792,128.993,5zA8vzDGqPl2AzZkEYQGKh,spotify:track:5zA8vzDGqPl2AzZkEYQGKh,https://api.spotify.com/v1/tracks/5zA8vzDGqPl2AzZkEYQGKh,197707,0
I Just Can't Say Goodbye - Original Stereo Don De 45 Rpm Mix,Philly Devotions,Philly Devotions,0.629,0.6559999999999999,0,-7.16,1,0.0534,0.0439,0.00035499999999999996,0.27399999999999997,0.557,114.712,4rmEJilD24SBIXm9Bpz4dB,spotify:track:4rmEJilD24SBIXm9Bpz4dB,https://api.spotify.com/v1/tracks/4rmEJilD24SBIXm9Bpz4dB,181600,3
Wrong Impression,Natalie Imbruglia,White Lilies Island,0.48,0.753,6,-5.632000000000001,1,0.027000000000000003,0.0102,0.0,0.18,0.263,100.181,1TZEQi5FfRDef6CcjxNIYB,spotify:track:1TZEQi5FfRDef6CcjxNIYB,https://api.spotify.com/v1/tracks/1TZEQi5FfRDef6CcjxNIYB,256000,0
My Immortal,Evanescence,Fallen,0.19,0.265,9,-9.206,1,0.0356,0.863,0.0,0.134,0.10099999999999999,79.012,4UzVcXufOhGUwF56HT7b8M,spotify:track:4UzVcXufOhGUwF56HT7b8M,https://api.spotify.com/v1/tracks/4UzVcXufOhGUwF56HT7b8M,262533,1
An Innocent Man,Billy Joel,An Innocent Man,0.509,0.382,0,-9.441,1,0.0351,0.0466,0.0,0.11199999999999999,0.42700000000000005,105.764,1Gg14U26oq94uWcG7khccX,spotify:track:1Gg14U26oq94uWcG7khccX,https://api.spotify.com/v1/tracks/1Gg14U26oq94uWcG7khccX,318000,0
Good Enough,Sarah McLachlan,Fumbling Towards Ecstasy (Legacy Edition),0.515,0.445,9,-7.6739999999999995,1,0.0273,0.45799999999999996,0.000528,0.106,0.46399999999999997,175.915,0iSMAOr4EWdHJFOPi1xfiT,spotify:track:0iSMAOr4EWdHJFOPi1xfiT,https://api.spotify.com/v1/tracks/0iSMAOr4EWdHJFOPi1xfiT,303933,0
Candle (Sick And Tired),The White Tie Affair,Walk This Way,0.557,0.8740000000000001,0,-5.729,1,0.0339,0.00134,0.0,0.127,0.396,139.002,7L2njnxdaRRvDMNLuP1ZcD,spotify:track:7L2njnxdaRRvDMNLuP1ZcD,https://api.spotify.com/v1/tracks/7L2njnxdaRRvDMNLuP1ZcD,230707,0
When I See U,Fantasia,Fantasia,0.569,0.596,8,-6.486000000000001,1,0.172,0.452,7.92e-05,0.205,0.754,93.135,4iuNZTcvT9diFySSzVsnVS,spotify:track:4iuNZTcvT9diFySSzVsnVS,https://api.spotify.com/v1/tracks/4iuNZTcvT9diFySSzVsnVS,217347,3
Years From Now - Single Version,Dr. Hook,Dr. Hook - The Best Of,0.405,0.467,8,-12.424000000000001,1,0.0366,0.7829999999999999,0.0,0.23199999999999998,0.647,149.955,3iGVtGwO32g758QDyqrErZ,spotify:track:3iGVtGwO32g758QDyqrErZ,https://api.spotify.com/v1/tracks/3iGVtGwO32g758QDyqrErZ,175000,1
Boom Boom,John Lee Hooker,Burnin',0.441,0.455,10,-14.207,1,0.0485,0.62,0.00187,0.135,0.9179999999999999,160.9,2Mr1bGI2E10K7Mt1UJZ6Mw,spotify:track:2Mr1bGI2E10K7Mt1UJZ6Mw,https://api.spotify.com/v1/tracks/2Mr1bGI2E10K7Mt1UJZ6Mw,152351,1
Sweet Home Alabama,Lynyrd Skynyrd,Second Helping,0.596,0.605,7,-12.145,1,0.0255,0.18100000000000002,0.000331,0.0863,0.8859999999999999,97.79799999999999,7e89621JPkKaeDSTQ3avtg,spotify:track:7e89621JPkKaeDSTQ3avtg,https://api.spotify.com/v1/tracks/7e89621JPkKaeDSTQ3avtg,283800,3
Rehab,Rihanna,Good Girl Gone Bad: Reloaded,0.583,0.792,1,-5.894,1,0.0533,0.00321,4.92e-05,0.315,0.397,80.055,5X3ahLXhOw16BR09GjYPUT,spotify:track:5X3ahLXhOw16BR09GjYPUT,https://api.spotify.com/v1/tracks/5X3ahLXhOw16BR09GjYPUT,294720,0
The I.N.C. Ride,Masta Ace Incorporated,Sittin' On Chrome,0.767,0.5529999999999999,11,-8.509,0,0.0485,0.0775,0.312,0.0979,0.649,95.072,37iYAAUVZezZRmgTGnWbhY,spotify:track:37iYAAUVZezZRmgTGnWbhY,https://api.spotify.com/v1/tracks/37iYAAUVZezZRmgTGnWbhY,250267,2
Born To Roll - Jeep Ass Niguh Remix,Masta Ace Incorporated,SlaughtaHouse (Deluxe Edition),0.8,0.6579999999999999,6,-9.591000000000001,0,0.254,0.00436,0.0,0.109,0.674,92.064,2j6DORpoXYTicBm4hl5Ztx,spotify:track:2j6DORpoXYTicBm4hl5Ztx,https://api.spotify.com/v1/tracks/2j6DORpoXYTicBm4hl5Ztx,254533,5
Cast Your Fate To The Wind,Vince Guaraldi Trio,Jazz Impressions Of Black Orpheus,0.449,0.141,8,-20.982,1,0.0407,0.782,0.235,0.11599999999999999,0.311,124.65799999999999,2Uyv4IymecQUPjKchJKC3R,spotify:track:2Uyv4IymecQUPjKchJKC3R,https://api.spotify.com/v1/tracks/2Uyv4IymecQUPjKchJKC3R,185867,1
Theme From Shaft - Remastered,Isaac Hayes,Shaft (Deluxe Edition),0.48700000000000004,0.716,9,-17.689,0,0.0463,0.233,0.00445,0.113,0.8190000000000001,120.795,7KMILVTQdVS4zQ8ilTcpRO,spotify:track:7KMILVTQdVS4zQ8ilTcpRO,https://api.spotify.com/v1/tracks/7KMILVTQdVS4zQ8ilTcpRO,279200,2
Do Your Thing,Isaac Hayes,Ultimate Isaac Hayes: Can You Dig It?,0.6679999999999999,0.423,5,-14.415,0,0.0413,0.00307,0.153,0.22,0.862,151.763,4CkLWXUasaJRV8k25nFDcw,spotify:track:4CkLWXUasaJRV8k25nFDcw,https://api.spotify.com/v1/tracks/4CkLWXUasaJRV8k25nFDcw,200933,2
These Arms of Mine,Otis Redding,Pain in My Heart,0.40299999999999997,0.284,10,-14.014000000000001,1,0.0338,0.7979999999999999,0.0,0.142,0.6859999999999999,176.537,4skknrc3sJqaPTtUr2cwFq,spotify:track:4skknrc3sJqaPTtUr2cwFq,https://api.spotify.com/v1/tracks/4skknrc3sJqaPTtUr2cwFq,154533,1
Steal Away,Johnnie Taylor,Chronicle: The 20 Greatest Hits,0.523,0.302,7,-17.6,0,0.0631,0.214,0.0,0.10400000000000001,0.8370000000000001,165.09099999999998,6olcjo8bBSkin9fJtFj7hB,spotify:track:6olcjo8bBSkin9fJtFj7hB,https://api.spotify.com/v1/tracks/6olcjo8bBSkin9fJtFj7hB,208133,2
To Make You Feel My Love,Billy Joel,Greatest Hits Vol. III,0.586,0.495,7,-8.34,1,0.0285,0.195,0.0,0.107,0.165,136.998,5KWXmAzQ1trLwFn5IpyxjP,spotify:track:5KWXmAzQ1trLwFn5IpyxjP,https://api.spotify.com/v1/tracks/5KWXmAzQ1trLwFn5IpyxjP,231200,0
Just Like a Woman,Bob Dylan,Blonde On Blonde,0.563,0.441,4,-9.902000000000001,1,0.0437,0.773,0.0,0.35100000000000003,0.46799999999999997,115.16799999999999,37Dl7jQMmt0gUnzTKqnjkN,spotify:track:37Dl7jQMmt0gUnzTKqnjkN,https://api.spotify.com/v1/tracks/37Dl7jQMmt0gUnzTKqnjkN,290467,1
True - Single Edit,Spandau Ballet,True - The Digital E.P.,0.742,0.5329999999999999,0,-9.097999999999999,1,0.0288,0.45899999999999996,0.14800000000000002,0.064,0.391,97.395,0CsM8VGDi38kusMv3pxyj1,spotify:track:0CsM8VGDi38kusMv3pxyj1,https://api.spotify.com/v1/tracks/0CsM8VGDi38kusMv3pxyj1,329147,3
Umbrella,Rihanna,Good Girl Gone Bad: Reloaded,0.583,0.8290000000000001,1,-4.603,1,0.134,0.00864,0.0,0.0426,0.575,174.028,49FYlytm3dAAraYgpoJZux,spotify:track:49FYlytm3dAAraYgpoJZux,https://api.spotify.com/v1/tracks/49FYlytm3dAAraYgpoJZux,275987,0
Disturbia,Rihanna,Good Girl Gone Bad: Reloaded,0.7070000000000001,0.813,11,-4.515,0,0.0571,0.0863,0.0,0.168,0.722,124.921,2VOomzT6VavJOGBeySqaMc,spotify:track:2VOomzT6VavJOGBeySqaMc,https://api.spotify.com/v1/tracks/2VOomzT6VavJOGBeySqaMc,238627,2
Rehab,Amy Winehouse,Back To Black (Deluxe Edition),0.40700000000000003,0.5579999999999999,0,-13.609000000000002,1,0.0552,0.0541,1.51e-06,0.34,0.777,71.815,3N4DI1vuTSX1tz7fa2NQZw,spotify:track:3N4DI1vuTSX1tz7fa2NQZw,https://api.spotify.com/v1/tracks/3N4DI1vuTSX1tz7fa2NQZw,214947,3
Rhythm Of The Night,DeBarge,Rhythm Of The Night,0.7070000000000001,0.759,11,-12.328,0,0.046,0.0769,2.84e-05,0.0775,0.955,115.14200000000001,5yGTQzYbEdY6B9RFZJypgt,spotify:track:5yGTQzYbEdY6B9RFZJypgt,https://api.spotify.com/v1/tracks/5yGTQzYbEdY6B9RFZJypgt,229107,2
We Got A Love Thang,CeCe Peniston,Finally,0.669,0.644,0,-10.47,1,0.0302,0.000172,0.00585,0.35600000000000004,0.764,120.012,1Z1BvDuDYOaQaQtoeCDSuA,spotify:track:1Z1BvDuDYOaQaQtoeCDSuA,https://api.spotify.com/v1/tracks/1Z1BvDuDYOaQaQtoeCDSuA,328800,3
1-2-3,Len Barry,Len Barry's Greatest Hits - The Original Masters,0.69,0.494,5,-14.206,1,0.0386,0.24600000000000002,0.0,0.11699999999999999,0.643,126.54799999999999,76fFBiExDKgsGBaPzVok5k,spotify:track:76fFBiExDKgsGBaPzVok5k,https://api.spotify.com/v1/tracks/76fFBiExDKgsGBaPzVok5k,145813,3
The Medicine Song,Stephanie Mills,Gold,0.7170000000000001,0.78,0,-7.178999999999999,1,0.0382,0.0815,0.000346,0.10800000000000001,0.573,113.682,3lKDqSMi2mBQii3Fw2ZXWx,spotify:track:3lKDqSMi2mBQii3Fw2ZXWx,https://api.spotify.com/v1/tracks/3lKDqSMi2mBQii3Fw2ZXWx,293360,0
Drift Away - Single Version,Dobie Gray,Ultimate Collection: Dobie Gray,0.521,0.44299999999999995,11,-8.187999999999999,1,0.0395,0.308,0.0,0.475,0.596,76.22800000000001,6hJhVBOnkchxBsDHbLOBJP,spotify:track:6hJhVBOnkchxBsDHbLOBJP,https://api.spotify.com/v1/tracks/6hJhVBOnkchxBsDHbLOBJP,237467,1
